alpha,true_obj,solve_time,n_open
0.5,934.2473343606588,0.4352376461029053,3
0.7,934.2473343606588,0.48899173736572266,3
0.8,934.2473343606588,0.4627363681793213,3
0.9,934.2473343606588,0.4431183338165283,3
0.95,935.0753960089302,0.5212757587432861,3
